alias,service,region_label,view_sessions,avg_session_duration_s,median_session_duration_s,n_visits,avg_visit_duration_s,avg_files_per_visit,new_asset_fraction_per_visit,download_stream_ratio,distinct_testing_assets,testing_assets_pct,distinct_nontesting_assets,testing_only,coverage_fraction,n_dandisets_touched,dandiset_coverage_fraction,mean_within_dandiset_saturation,max_within_dandiset_saturation,session_gap_cv,visit_gap_cv,active_timespan_days,distinct_active_days,presence_density,off_hours_fraction,weekend_fraction
RapidZephyr9425,geographic,MEX/MEX,6999,226.70767252464637,1.0,7,33395.42857142857,991.7142857142857,0.31976665443977315,0.05134170310055754,0,0.0,2284,False,0.003489612139694491,3,0.0046875,0.7435715970747818,1.0,37.396704088339554,,12.115474537037038,8,0.6603125594085464,0.5807972567509644,0.00014287755393627662
CleverMaple4217,AWS,AWS/us-east-2,6998,2818.87210631609,10.0,105,18211.742857142857,66.23809523809524,0.31192539118401374,0.0013124081204214353,3,37.5,5038,False,0.007701897896760039,303,0.4734375,0.1979577640318349,1.0,12.985340056911271,1.3108006128164753,273.9945949074074,104,0.37956953141774685,0.5127179194055445,0.1178908259502715
ZestyLynx7409,GH-actions,GH-actions,6961,1.8705645740554517,2.0,3,2428.3333333333335,2320.3333333333335,0.6666666666666666,0.18788677823817468,4,50.0,6956,False,0.010633844348631198,48,0.075,0.8996424258408188,1.0,66.77714761983016,,44.794826388888886,3,0.06697201980325419,1.0,0.9995690274385864
ProudMarten8652,GH-actions,GH-actions,6943,1.8031110470977962,2.0,14,606.0,495.92857142857144,0.5,0.18863799952014076,6,75.0,6925,False,0.010589536663845234,53,0.0828125,0.8226265852974034,1.0,24.130537600054783,,377.1803472222222,14,0.03711752243483583,0.9987037303759182,0.001296269624081809
TidyVireo5922,AWS,AWS/us-east-1,6942,6.7143474503025065,1.0,1,4541.0,6942.0,1.0,0.0,1,12.5,6941,False,0.010606343027039911,103,0.1609375,0.6571068976431461,1.0,0.5581080726048994,,0.05255787037037037,1,19.026646113190925,0.0,0.0
LucidWalrus3930,GH-actions,GH-actions,6913,1.7857659482135109,1.0,1,7163.0,6913.0,1.0,0.1871463764584856,2,25.0,6911,False,0.010562035342253947,46,0.071875,0.9140200194952909,1.0,1.6340774395449962,,0.08289351851851852,1,12.063669366098855,1.0,1.0
CleverThistle1386,geographic,MEX/CMX,6891,112.49499346974315,2.0,2,29809.0,3439.0,0.6666666666666666,0.0004201680672268908,0,0.0,6874,False,0.010502449145472824,27,0.0421875,0.42505956431520103,1.0,61.36670742190891,,2.4768171296296297,2,0.8074879554386276,0.2552604846901756,0.0
LucidOsprey1030,GH-actions,GH-actions,6665,64.51567891972994,1.0,6,1864.1666666666667,1110.8333333333333,0.16666666666666666,0.03743263371699391,4,50.0,6655,False,0.01017396113757689,172,0.26875,0.6310079813328847,1.0,34.475167672299655,,189.55377314814814,7,0.03692883493555711,0.999549887471868,0.0
RapidOtter9494,AWS,AWS/us-east-1,6594,8.321049438883835,1.0,1,4798.0,6594.0,1.0,0.0,1,12.5,6593,False,0.01007465080960835,103,0.1609375,0.6590737413518407,1.0,0.5950053666283265,,0.05550925925925926,1,18.015012510425354,0.0,0.0
JadeYarrow8640,GH-actions,GH-actions,6519,14.213529682466636,1.0,4,3159.0,1629.75,0.7498848810437452,0.02050494111694234,3,37.5,6512,False,0.00995395056484659,110,0.171875,0.3674836418670845,1.0,37.91414670826541,,153.47079861111112,4,0.026063590182623865,0.0004601932811780948,0.9993864089584292
FierceCedar2979,GH-actions,GH-actions,6518,3.301472844430807,0.0,10,513.8,651.8,0.7999846295727021,0.3290791282151973,4,50.0,6510,False,0.009952422713647073,55,0.0859375,0.8265591389071653,1.0,22.96621060733129,,350.96238425925924,10,0.028493082018194022,0.9992328935256214,0.00015342129487572875
LucidBadger5749,GH-actions,GH-actions,6318,14.48116492560937,1.0,6,3125.1666666666665,1053.0,0.9963015427912114,0.02212878955521133,2,25.0,6310,False,0.009643796771344845,97,0.1515625,0.5818481480179671,1.0,27.952551335296693,,226.4936111111111,6,0.02649081345193696,0.9996834441278886,0.00015827793605571383
